day;month;year;countriesAndTerritories;cases;deaths
23;3;2020;Czechia;170;1
22;3;2020;Czechia;91;0
21;3;2020;Czechia;210;0
20;3;2020;Czechia;172;0
19;3;2020;Czechia;88;0
18;3;2020;Czechia;90;0
17;3;2020;Czechia;46;0
16;3;2020;Czechia;84;0
15;3;2020;Czechia;64;0
14;3;2020;Czechia;34;0
13;3;2020;Czechia;22;0
12;3;2020;Czechia;31;0
11;3;2020;Czechia;23;0
10;3;2020;Czechia;8;0
9;3;2020;Czechia;6;0
8;3;2020;Czechia;7;0
7;3;2020;Czechia;7;0
6;3;2020;Czechia;4;0
5;3;2020;Czechia;3;0
4;3;2020;Czechia;0;0
3;3;2020;Czechia;2;0
2;3;2020;Czechia;3;0
1;3;2020;Czechia;0;0
29;2;2020;Czechia;0;0
28;2;2020;Czechia;0;0
27;2;2020;Czechia;0;0
26;2;2020;Czechia;0;0
25;2;2020;Czechia;0;0
24;2;2020;Czechia;0;0
23;2;2020;Czechia;0;0
22;2;2020;Czechia;0;0
21;2;2020;Czechia;0;0
20;2;2020;Czechia;0;0
19;2;2020;Czechia;0;0
18;2;2020;Czechia;0;0
17;2;2020;Czechia;0;0
16;2;2020;Czechia;0;0
15;2;2020;Czechia;0;0
14;2;2020;Czechia;0;0
13;2;2020;Czechia;0;0
12;2;2020;Czechia;0;0
11;2;2020;Czechia;0;0
10;2;2020;Czechia;0;0
9;2;2020;Czechia;0;0
8;2;2020;Czechia;0;0
7;2;2020;Czechia;0;0
6;2;2020;Czechia;0;0
5;2;2020;Czechia;0;0
4;2;2020;Czechia;0;0
3;2;2020;Czechia;0;0
2;2;2020;Czechia;0;0
1;2;2020;Czechia;0;0
31;1;2020;Czechia;0;0
30;1;2020;Czechia;0;0
29;1;2020;Czechia;0;0
28;1;2020;Czechia;0;0
27;1;2020;Czechia;0;0
26;1;2020;Czechia;0;0
25;1;2020;Czechia;0;0
24;1;2020;Czechia;0;0
23;1;2020;Czechia;0;0
22;1;2020;Czechia;0;0
21;1;2020;Czechia;0;0
20;1;2020;Czechia;0;0
19;1;2020;Czechia;0;0
18;1;2020;Czechia;0;0
17;1;2020;Czechia;0;0
16;1;2020;Czechia;0;0
15;1;2020;Czechia;0;0
14;1;2020;Czechia;0;0
13;1;2020;Czechia;0;0
12;1;2020;Czechia;0;0
11;1;2020;Czechia;0;0
10;1;2020;Czechia;0;0
9;1;2020;Czechia;0;0
8;1;2020;Czechia;0;0
7;1;2020;Czechia;0;0
6;1;2020;Czechia;0;0
5;1;2020;Czechia;0;0
4;1;2020;Czechia;0;0
3;1;2020;Czechia;0;0
2;1;2020;Czechia;0;0
1;1;2020;Czechia;0;0
31;12;2019;Czechia;0;0
9;4;2020;Democratic_Republic_of_the_Congo;3;2
8;4;2020;Democratic_Republic_of_the_Congo;19;0
7;4;2020;Democratic_Republic_of_the_Congo;7;0
6;4;2020;Democratic_Republic_of_the_Congo;0;0
5;4;2020;Democratic_Republic_of_the_Congo;20;5
4;4;2020;Democratic_Republic_of_the_Congo;11;2
3;4;2020;Democratic_Republic_of_the_Congo;0;0
2;4;2020;Democratic_Republic_of_the_Congo;25;3
1;4;2020;Democratic_Republic_of_the_Congo;0;0
31;3;2020;Democratic_Republic_of_the_Congo;17;0
30;3;2020;Democratic_Republic_of_the_Congo;23;2
29;3;2020;Democratic_Republic_of_the_Congo;0;2
28;3;2020;Democratic_Republic_of_the_Congo;4;0
27;3;2020;Democratic_Republic_of_the_Congo;9;1
26;3;2020;Democratic_Republic_of_the_Congo;0;0
25;3;2020;Democratic_Republic_of_the_Congo;19;1
24;3;2020;Democratic_Republic_of_the_Congo;0;0
23;3;2020;Democratic_Republic_of_the_Congo;3;1
22;3;2020;Democratic_Republic_of_the_Congo;9;1
21;3;2020;Democratic_Republic_of_the_Congo;0;0
20;3;2020;Democratic_Republic_of_the_Congo;0;0
19;3;2020;Democratic_Republic_of_the_Congo;11;0
18;3;2020;Democratic_Republic_of_the_Congo;0;0
17;3;2020;Democratic_Republic_of_the_Congo;1;0
16;3;2020;Democratic_Republic_of_the_Congo;0;0
15;3;2020;Democratic_Republic_of_the_Congo;0;0
14;3;2020;Democratic_Republic_of_the_Congo;1;0
11;3;2020;Democratic_Republic_of_the_Congo;1;0
9;4;2020;Denmark;331;15
8;4;2020;Denmark;390;16
7;4;2020;Denmark;312;8
6;4;2020;Denmark;292;18
5;4;2020;Denmark;320;22
4;4;2020;Denmark;371;16
3;4;2020;Denmark;279;19
2;4;2020;Denmark;247;14
1;4;2020;Denmark;283;13
31;3;2020;Denmark;182;5
30;3;2020;Denmark;194;7
29;3;2020;Denmark;155;13
28;3;2020;Denmark;169;11
27;3;2020;Denmark;153;7
26;3;2020;Denmark;133;2
25;3;2020;Denmark;131;8
24;3;2020;Denmark;65;11
23;3;2020;Denmark;69;0
22;3;2020;Denmark;71;4
21;3;2020;Denmark;104;3
20;3;2020;Denmark;36;2
19;3;2020;Denmark;91;0
18;3;2020;Denmark;92;3
17;3;2020;Denmark;57;0
16;3;2020;Denmark;48;1
15;3;2020;Denmark;23;0
14;3;2020;Denmark;128;0
13;3;2020;Denmark;160;0
12;3;2020;Denmark;252;0
11;3;2020;Denmark;151;0
10;3;2020;Denmark;75;0
9;3;2020;Denmark;7;0
8;3;2020;Denmark;8;0
7;3;2020;Denmark;3;0
6;3;2020;Denmark;10;0
5;3;2020;Denmark;2;0
4;3;2020;Denmark;3;0
3;3;2020;Denmark;1;0
2;3;2020;Denmark;1;0
1;3;2020;Denmark;1;0
29;2;2020;Denmark;1;0
28;2;2020;Denmark;0;0
27;2;2020;Denmark;1;0
26;2;2020;Denmark;0;0
25;2;2020;Denmark;0;0
24;2;2020;Denmark;0;0
23;2;2020;Denmark;0;0
22;2;2020;Denmark;0;0
21;2;2020;Denmark;0;0
20;2;2020;Denmark;0;0
19;2;2020;Denmark;0;0
18;2;2020;Denmark;0;0
17;2;2020;Denmark;0;0
16;2;2020;Denmark;0;0
15;2;2020;Denmark;0;0
14;2;2020;Denmark;0;0
13;2;2020;Denmark;0;0
12;2;2020;Denmark;0;0
11;2;2020;Denmark;0;0
10;2;2020;Denmark;0;0
9;2;2020;Denmark;0;0
8;2;2020;Denmark;0;0
7;2;2020;Denmark;0;0
6;2;2020;Denmark;0;0
5;2;2020;Denmark;0;0
4;2;2020;Denmark;0;0
3;2;2020;Denmark;0;0
2;2;2020;Denmark;0;0
1;2;2020;Denmark;0;0
31;1;2020;Denmark;0;0
30;1;2020;Denmark;0;0
29;1;2020;Denmark;0;0
28;1;2020;Denmark;0;0
27;1;2020;Denmark;0;0
26;1;2020;Denmark;0;0
25;1;2020;Denmark;0;0
24;1;2020;Denmark;0;0
23;1;2020;Denmark;0;0
22;1;2020;Denmark;0;0
21;1;2020;Denmark;0;0
20;1;2020;Denmark;0;0
19;1;2020;Denmark;0;0
18;1;2020;Denmark;0;0
17;1;2020;Denmark;0;0
16;1;2020;Denmark;0;0
15;1;2020;Denmark;0;0
14;1;2020;Denmark;0;0
13;1;2020;Denmark;0;0
12;1;2020;Denmark;0;0
11;1;2020;Denmark;0;0
10;1;2020;Denmark;0;0
9;1;2020;Denmark;0;0
8;1;2020;Denmark;0;0
7;1;2020;Denmark;0;0
6;1;2020;Denmark;0;0
5;1;2020;Denmark;0;0
4;1;2020;Denmark;0;0
3;1;2020;Denmark;0;0
2;1;2020;Denmark;0;0
1;1;2020;Denmark;0;0
31;12;2019;Denmark;0;0
9;4;2020;Djibouti;14;0
8;4;2020;Djibouti;31;0
7;4;2020;Djibouti;31;0
6;4;2020;Djibouti;8;0
5;4;2020;Djibouti;10;0
4;4;2020;Djibouti;0;0
3;4;2020;Djibouti;7;0
2;4;2020;Djibouti;3;0
1;4;2020;Djibouti;5;0
31;3;2020;Djibouti;7;0
30;3;2020;Djibouti;4;0
29;3;2020;Djibouti;2;0
28;3;2020;Djibouti;1;0
27;3;2020;Djibouti;0;0
26;3;2020;Djibouti;9;0
25;3;2020;Djibouti;0;0
24;3;2020;Djibouti;2;0
23;3;2020;Djibouti;0;0
22;3;2020;Djibouti;0;0
21;3;2020;Djibouti;0;0
20;3;2020;Djibouti;0;0
19;3;2020;Djibouti;1;0
9;4;2020;Dominica;0;0
8;4;2020;Dominica;0;0
7;4;2020;Dominica;1;0
6;4;2020;Dominica;0;0
5;4;2020;Dominica;0;0
4;4;2020;Dominica;2;0
3;4;2020;Dominica;0;0
2;4;2020;Dominica;1;0
1;4;2020;Dominica;0;0
31;3;2020;Dominica;0;0
30;3;2020;Dominica;0;0
29;3;2020;Dominica;0;0
28;3;2020;Dominica;0;0
27;3;2020;Dominica;4;0
26;3;2020;Dominica;5;0
25;3;2020;Dominica;1;0
24;3;2020;Dominica;0;0
23;3;2020;Dominica;1;0
9;4;2020;Dominican_Republic;155;10
8;4;2020;Dominican_Republic;128;12
7;4;2020;Dominican_Republic;83;4
6;4;2020;Dominican_Republic;167;5
5;4;2020;Dominican_Republic;90;9
4;4;2020;Dominican_Republic;108;8
3;4;2020;Dominican_Republic;96;3
2;4;2020;Dominican_Republic;175;6
1;4;2020;Dominican_Republic;208;9
31;3;2020;Dominican_Republic;42;3
30;3;2020;Dominican_Republic;140;11
29;3;2020;Dominican_Republic;138;8
28;3;2020;Dominican_Republic;93;10
27;3;2020;Dominican_Republic;96;0
26;3;2020;Dominican_Republic;80;4
25;3;2020;Dominican_Republic;67;3
24;3;2020;Dominican_Republic;43;0
23;3;2020;Dominican_Republic;90;0
22;3;2020;Dominican_Republic;78;1
21;3;2020;Dominican_Republic;13;2
20;3;2020;Dominican_Republic;0;0
19;3;2020;Dominican_Republic;10;0
18;3;2020;Dominican_Republic;0;0
17;3;2020;Dominican_Republic;0;0
16;3;2020;Dominican_Republic;0;0
15;3;2020;Dominican_Republic;0;0
14;3;2020;Dominican_Republic;6;0
10;3;2020;Dominican_Republic;3;0
7;3;2020;Dominican_Republic;1;0
2;3;2020;Dominican_Republic;1;0
1;3;2020;Dominican_Republic;0;0
29;2;2020;Dominican_Republic;0;0
28;2;2020;Dominican_Republic;0;0
27;2;2020;Dominican_Republic;0;0
26;2;2020;Dominican_Republic;0;0
25;2;2020;Dominican_Republic;0;0
24;2;2020;Dominican_Republic;0;0
23;2;2020;Dominican_Republic;0;0
22;2;2020;Dominican_Republic;0;0
21;2;2020;Dominican_Republic;0;0
20;2;2020;Dominican_Republic;0;0
19;2;2020;Dominican_Republic;0;0
18;2;2020;Dominican_Republic;0;0
17;2;2020;Dominican_Republic;0;0
16;2;2020;Dominican_Republic;0;0
15;2;2020;Dominican_Republic;0;0
14;2;2020;Dominican_Republic;0;0
13;2;2020;Dominican_Republic;0;0
12;2;2020;Dominican_Republic;0;0
11;2;2020;Dominican_Republic;0;0
10;2;2020;Dominican_Republic;0;0
9;2;2020;Dominican_Republic;0;0
8;2;2020;Dominican_Republic;0;0
7;2;2020;Dominican_Republic;0;0
6;2;2020;Dominican_Republic;0;0
5;2;2020;Dominican_Republic;0;0
4;2;2020;Dominican_Republic;0;0
3;2;2020;Dominican_Republic;0;0
2;2;2020;Dominican_Republic;0;0
1;2;2020;Dominican_Republic;0;0
31;1;2020;Dominican_Republic;0;0
30;1;2020;Dominican_Republic;0;0
29;1;2020;Dominican_Republic;0;0
28;1;2020;Dominican_Republic;0;0
27;1;2020;Dominican_Republic;0;0
26;1;2020;Dominican_Republic;0;0
25;1;2020;Dominican_Republic;0;0
24;1;2020;Dominican_Republic;0;0
23;1;2020;Dominican_Republic;0;0
22;1;2020;Dominican_Republic;0;0
21;1;2020;Dominican_Republic;0;0
20;1;2020;Dominican_Republic;0;0
19;1;2020;Dominican_Republic;0;0
18;1;2020;Dominican_Republic;0;0
17;1;2020;Dominican_Republic;0;0
16;1;2020;Dominican_Republic;0;0
15;1;2020;Dominican_Republic;0;0
14;1;2020;Dominican_Republic;0;0
13;1;2020;Dominican_Republic;0;0
12;1;2020;Dominican_Republic;0;0
11;1;2020;Dominican_Republic;0;0
10;1;2020;Dominican_Republic;0;0
9;1;2020;Dominican_Republic;0;0
8;1;2020;Dominican_Republic;0;0
7;1;2020;Dominican_Republic;0;0
6;1;2020;Dominican_Republic;0;0
5;1;2020;Dominican_Republic;0;0
4;1;2020;Dominican_Republic;0;0
3;1;2020;Dominican_Republic;0;0
2;1;2020;Dominican_Republic;0;0
1;1;2020;Dominican_Republic;0;0
31;12;2019;Dominican_Republic;0;0
9;4;2020;Ecuador;455;22
8;4;2020;Ecuador;248;29
7;4;2020;Ecuador;101;11
6;4;2020;Ecuador;181;8
5;4;2020;Ecuador;97;27
4;4;2020;Ecuador;205;25
3;4;2020;Ecuador;405;0
2;4;2020;Ecuador;456;41
1;4;2020;Ecuador;336;17
31;3;2020;Ecuador;76;4
30;3;2020;Ecuador;55;10
29;3;2020;Ecuador;208;7
28;3;2020;Ecuador;224;7
27;3;2020;Ecuador;192;5
26;3;2020;Ecuador;129;2
25;3;2020;Ecuador;101;9
24;3;2020;Ecuador;192;4
23;3;2020;Ecuador;257;7
22;3;2020;Ecuador;106;0
21;3;2020;Ecuador;227;4
20;3;2020;Ecuador;31;0
19;3;2020;Ecuador;57;1
18;3;2020;Ecuador;53;0
17;3;2020;Ecuador;21;0
16;3;2020;Ecuador;9;0
15;3;2020;Ecuador;5;1
14;3;2020;Ecuador;6;1
11;3;2020;Ecuador;2;0
10;3;2020;Ecuador;1;0
9;3;2020;Ecuador;1;0
6;3;2020;Ecuador;3;0
5;3;2020;Ecuador;3;0
3;3;2020;Ecuador;1;0
2;3;2020;Ecuador;5;0
1;3;2020;Ecuador;1;0
29;2;2020;Ecuador;0;0
28;2;2020;Ecuador;0;0
27;2;2020;Ecuador;0;0
26;2;2020;Ecuador;0;0
25;2;2020;Ecuador;0;0
24;2;2020;Ecuador;0;0
23;2;2020;Ecuador;0;0
22;2;2020;Ecuador;0;0
21;2;2020;Ecuador;0;0
20;2;2020;Ecuador;0;0
19;2;2020;Ecuador;0;0
18;2;2020;Ecuador;0;0
17;2;2020;Ecuador;0;0
16;2;2020;Ecuador;0;0
15;2;2020;Ecuador;0;0
14;2;2020;Ecuador;0;0
13;2;2020;Ecuador;0;0
12;2;2020;Ecuador;0;0
11;2;2020;Ecuador;0;0
10;2;2020;Ecuador;0;0
9;2;2020;Ecuador;0;0
8;2;2020;Ecuador;0;0
7;2;2020;Ecuador;0;0
6;2;2020;Ecuador;0;0
5;2;2020;Ecuador;0;0
4;2;2020;Ecuador;0;0
3;2;2020;Ecuador;0;0
2;2;2020;Ecuador;0;0
1;2;2020;Ecuador;0;0
31;1;2020;Ecuador;0;0
30;1;2020;Ecuador;0;0
29;1;2020;Ecuador;0;0
28;1;2020;Ecuador;0;0
27;1;2020;Ecuador;0;0
26;1;2020;Ecuador;0;0
25;1;2020;Ecuador;0;0
24;1;2020;Ecuador;0;0
23;1;2020;Ecuador;0;0
22;1;2020;Ecuador;0;0
21;1;2020;Ecuador;0;0
20;1;2020;Ecuador;0;0
19;1;2020;Ecuador;0;0
18;1;2020;Ecuador;0;0
17;1;2020;Ecuador;0;0
16;1;2020;Ecuador;0;0
15;1;2020;Ecuador;0;0
14;1;2020;Ecuador;0;0
13;1;2020;Ecuador;0;0
12;1;2020;Ecuador;0;0
11;1;2020;Ecuador;0;0
10;1;2020;Ecuador;0;0
9;1;2020;Ecuador;0;0
8;1;2020;Ecuador;0;0
7;1;2020;Ecuador;0;0
6;1;2020;Ecuador;0;0
5;1;2020;Ecuador;0;0
4;1;2020;Ecuador;0;0
3;1;2020;Ecuador;0;0
2;1;2020;Ecuador;0;0
1;1;2020;Ecuador;0;0
31;12;2019;Ecuador;0;0
9;4;2020;Egypt;238;18
8;4;2020;Egypt;249;7
7;4;2020;Egypt;3;7
6;4;2020;Egypt;85;5
5;4;2020;Egypt;206;14
4;4;2020;Egypt;0;0
3;4;2020;Egypt;69;6
2;4;2020;Egypt;54;5
1;4;2020;Egypt;47;1
31;3;2020;Egypt;33;4
30;3;2020;Egypt;40;6
29;3;2020;Egypt;41;6
28;3;2020;Egypt;39;3
27;3;2020;Egypt;14;0
26;3;2020;Egypt;76;2
25;3;2020;Egypt;39;5
24;3;2020;Egypt;33;4
23;3;2020;Egypt;9;2
22;3;2020;Egypt;29;1
21;3;2020;Egypt;46;1
20;3;2020;Egypt;14;0
19;3;2020;Egypt;30;2
18;3;2020;Egypt;40;2
17;3;2020;Egypt;16;0
16;3;2020;Egypt;17;0
15;3;2020;Egypt;0;0
14;3;2020;Egypt;13;0
13;3;2020;Egypt;20;1
12;3;2020;Egypt;1;0
11;3;2020;Egypt;4;0
10;3;2020;Egypt;6;0
9;3;2020;Egypt;34;1
7;3;2020;Egypt;12;0
6;3;2020;Egypt;1;0
2;3;2020;Egypt;1;0
1;3;2020;Egypt;0;0
29;2;2020;Egypt;0;0
28;2;2020;Egypt;0;0
27;2;2020;Egypt;0;0
26;2;2020;Egypt;0;0
25;2;2020;Egypt;0;0
24;2;2020;Egypt;0;0
23;2;2020;Egypt;0;0
22;2;2020;Egypt;0;0
21;2;2020;Egypt;0;0
20;2;2020;Egypt;0;0
19;2;2020;Egypt;0;0
18;2;2020;Egypt;0;0
17;2;2020;Egypt;0;0
16;2;2020;Egypt;0;0
15;2;2020;Egypt;1;0
14;2;2020;Egypt;0;0
13;2;2020;Egypt;0;0
12;2;2020;Egypt;0;0
11;2;2020;Egypt;0;0
10;2;2020;Egypt;0;0
9;2;2020;Egypt;0;0
8;2;2020;Egypt;0;0
7;2;2020;Egypt;0;0
6;2;2020;Egypt;0;0
5;2;2020;Egypt;0;0
4;2;2020;Egypt;0;0
3;2;2020;Egypt;0;0
2;2;2020;Egypt;0;0
1;2;2020;Egypt;0;0
31;1;2020;Egypt;0;0
30;1;2020;Egypt;0;0
29;1;2020;Egypt;0;0
28;1;2020;Egypt;0;0
27;1;2020;Egypt;0;0
26;1;2020;Egypt;0;0
25;1;2020;Egypt;0;0
24;1;2020;Egypt;0;0
23;1;2020;Egypt;0;0
22;1;2020;Egypt;0;0
21;1;2020;Egypt;0;0
20;1;2020;Egypt;0;0
19;1;2020;Egypt;0;0
18;1;2020;Egypt;0;0
17;1;2020;Egypt;0;0
16;1;2020;Egypt;0;0
15;1;2020;Egypt;0;0
14;1;2020;Egypt;0;0
13;1;2020;Egypt;0;0
12;1;2020;Egypt;0;0
11;1;2020;Egypt;0;0
10;1;2020;Egypt;0;0
9;1;2020;Egypt;0;0
8;1;2020;Egypt;0;0
7;1;2020;Egypt;0;0
6;1;2020;Egypt;0;0
5;1;2020;Egypt;0;0
4;1;2020;Egypt;0;0
3;1;2020;Egypt;0;0
2;1;2020;Egypt;0;0
1;1;2020;Egypt;0;0
31;12;2019;Egypt;0;0
9;4;2020;El_Salvador;25;1
8;4;2020;El_Salvador;0;0
7;4;2020;El_Salvador;9;1
6;4;2020;El_Salvador;7;0
5;4;2020;El_Salvador;6;0
4;4;2020;El_Salvador;10;1
3;4;2020;El_Salvador;5;0
2;4;2020;El_Salvador;9;1
1;4;2020;El_Salvador;0;1
31;3;2020;El_Salvador;2;0
30;3;2020;El_Salvador;11;0
29;3;2020;El_Salvador;6;0
28;3;2020;El_Salvador;0;0
27;3;2020;El_Salvador;0;0
26;3;2020;El_Salvador;4;0
25;3;2020;El_Salvador;4;0
24;3;2020;El_Salvador;2;0
23;3;2020;El_Salvador;0;0
22;3;2020;El_Salvador;0;0
21;3;2020;El_Salvador;2;0
20;3;2020;El_Salvador;0;0
19;3;2020;El_Salvador;1;0
9;4;2020;Equatorial_Guinea;2;0
8;4;2020;Equatorial_Guinea;0;0
7;4;2020;Equatorial_Guinea;0;0
6;4;2020;Equatorial_Guinea;0;0
5;4;2020;Equatorial_Guinea;0;0
4;4;2020;Equatorial_Guinea;1;0
3;4;2020;Equatorial_Guinea;0;0
2;4;2020;Equatorial_Guinea;0;0
1;4;2020;Equatorial_Guinea;1;0
31;3;2020;Equatorial_Guinea;0;0
30;3;2020;Equatorial_Guinea;1;0
29;3;2020;Equatorial_Guinea;0;0
28;3;2020;Equatorial_Guinea;1;0
27;3;2020;Equatorial_Guinea;1;0
26;3;2020;Equatorial_Guinea;2;0
25;3;2020;Equatorial_Guinea;0;0
24;3;2020;Equatorial_Guinea;3;0
23;3;2020;Equatorial_Guinea;0;0
22;3;2020;Equatorial_Guinea;2;0
21;3;2020;Equatorial_Guinea;0;0
20;3;2020;Equatorial_Guinea;1;0
19;3;2020;Equatorial_Guinea;2;0
18;3;2020;Equatorial_Guinea;0;0
17;3;2020;Equatorial_Guinea;0;0
16;3;2020;Equatorial_Guinea;0;0
15;3;2020;Equatorial_Guinea;1;0
9;4;2020;Eritrea;2;0
8;4;2020;Eritrea;0;0
7;4;2020;Eritrea;2;0
6;4;2020;Eritrea;0;0
5;4;2020;Eritrea;7;0
4;4;2020;Eritrea;0;0
3;4;2020;Eritrea;4;0
2;4;2020;Eritrea;3;0
1;4;2020;Eritrea;3;0
31;3;2020;Eritrea;0;0
30;3;2020;Eritrea;6;0
29;3;2020;Eritrea;0;0
28;3;2020;Eritrea;0;0
27;3;2020;Eritrea;2;0
26;3;2020;Eritrea;3;0
25;3;2020;Eritrea;0;0
24;3;2020;Eritrea;0;0
23;3;2020;Eritrea;0;0
22;3;2020;Eritrea;1;0
9;4;2020;Estonia;36;3
8;4;2020;Estonia;41;2
7;4;2020;Estonia;11;4
6;4;2020;Estonia;79;2
5;4;2020;Estonia;57;1
4;4;2020;Estonia;103;1
3;4;2020;Estonia;79;6
2;4;2020;Estonia;34;1
1;4;2020;Estonia;30;1
31;3;2020;Estonia;36;0
30;3;2020;Estonia;39;2
29;3;2020;Estonia;65;0
28;3;2020;Estonia;37;0
27;3;2020;Estonia;134;0
26;3;2020;Estonia;35;1
25;3;2020;Estonia;17;0
24;3;2020;Estonia;26;0
23;3;2020;Estonia;20;0
22;3;2020;Estonia;23;0
21;3;2020;Estonia;16;0
20;3;2020;Estonia;9;0
19;3;2020;Estonia;33;0
18;3;2020;Estonia;20;0
17;3;2020;Estonia;34;0
16;3;2020;Estonia;56;0
15;3;2020;Estonia;36;0
14;3;2020;Estonia;52;0
13;3;2020;Estonia;11;0
12;3;2020;Estonia;3;0
11;3;2020;Estonia;3;0
7;3;2020;Estonia;5;0
6;3;2020;Estonia;3;0
4;3;2020;Estonia;1;0
2;3;2020;Estonia;0;0
1;3;2020;Estonia;0;0
29;2;2020;Estonia;0;0
28;2;2020;Estonia;1;0
27;2;2020;Estonia;0;0
26;2;2020;Estonia;0;0
25;2;2020;Estonia;0;0
24;2;2020;Estonia;0;0
23;2;2020;Estonia;0;0
22;2;2020;Estonia;0;0
21;2;2020;Estonia;0;0
20;2;2020;Estonia;0;0
19;2;2020;Estonia;0;0
18;2;2020;Estonia;0;0
17;2;2020;Estonia;0;0
16;2;2020;Estonia;0;0
15;2;2020;Estonia;0;0
14;2;2020;Estonia;0;0
13;2;2020;Estonia;0;0
12;2;2020;Estonia;0;0
11;2;2020;Estonia;0;0
10;2;2020;Estonia;0;0
9;2;2020;Estonia;0;0
8;2;2020;Estonia;0;0
7;2;2020;Estonia;0;0
6;2;2020;Estonia;0;0
5;2;2020;Estonia;0;0
4;2;2020;Estonia;0;0
3;2;2020;Estonia;0;0
2;2;2020;Estonia;0;0
1;2;2020;Estonia;0;0
31;1;2020;Estonia;0;0
30;1;2020;Estonia;0;0
29;1;2020;Estonia;0;0
28;1;2020;Estonia;0;0
27;1;2020;Estonia;0;0
26;1;2020;Estonia;0;0
25;1;2020;Estonia;0;0
24;1;2020;Estonia;0;0
23;1;2020;Estonia;0;0
22;1;2020;Estonia;0;0
21;1;2020;Estonia;0;0
20;1;2020;Estonia;0;0
19;1;2020;Estonia;0;0
18;1;2020;Estonia;0;0
17;1;2020;Estonia;0;0
16;1;2020;Estonia;0;0
15;1;2020;Estonia;0;0
14;1;2020;Estonia;0;0
13;1;2020;Estonia;0;0
12;1;2020;Estonia;0;0
11;1;2020;Estonia;0;0
10;1;2020;Estonia;0;0
9;1;2020;Estonia;0;0
8;1;2020;Estonia;0;0
7;1;2020;Estonia;0;0
6;1;2020;Estonia;0;0
5;1;2020;Estonia;0;0
4;1;2020;Estonia;0;0
3;1;2020;Estonia;0;0
2;1;2020;Estonia;0;0
1;1;2020;Estonia;0;0
31;12;2019;Estonia;0;0
9;4;2020;Eswatini;2;0
8;4;2020;Eswatini;0;0
7;4;2020;Eswatini;1;0
6;4;2020;Eswatini;0;0
5;4;2020;Eswatini;0;0
4;4;2020;Eswatini;0;0
3;4;2020;Eswatini;0;0
2;4;2020;Eswatini;0;0
1;4;2020;Eswatini;0;0
31;3;2020;Eswatini;0;0
30;3;2020;Eswatini;0;0
29;3;2020;Eswatini;0;0
28;3;2020;Eswatini;3;0
27;3;2020;Eswatini;2;0
26;3;2020;Eswatini;0;0
25;3;2020;Eswatini;0;0
24;3;2020;Eswatini;0;0
23;3;2020;Eswatini;3;0
22;3;2020;Eswatini;0;0
21;3;2020;Eswatini;0;0
20;3;2020;Eswatini;0;0
19;3;2020;Eswatini;0;0
18;3;2020;Eswatini;0;0
17;3;2020;Eswatini;0;0
16;3;2020;Eswatini;0;0
15;3;2020;Eswatini;1;0
9;4;2020;Ethiopia;3;0
8;4;2020;Ethiopia;8;0
7;4;2020;Ethiopia;1;0
6;4;2020;Ethiopia;5;2
5;4;2020;Ethiopia;3;0
4;4;2020;Ethiopia;6;0
3;4;2020;Ethiopia;0;0
2;4;2020;Ethiopia;4;0
1;4;2020;Ethiopia;2;0
31;3;2020;Ethiopia;7;0
30;3;2020;Ethiopia;0;0
29;3;2020;Ethiopia;0;0
28;3;2020;Ethiopia;4;0
27;3;2020;Ethiopia;0;0
26;3;2020;Ethiopia;1;0
25;3;2020;Ethiopia;0;0
24;3;2020;Ethiopia;0;0
23;3;2020;Ethiopia;2;0
22;3;2020;Ethiopia;0;0
21;3;2020;Ethiopia;2;0
20;3;2020;Ethiopia;1;0
19;3;2020;Ethiopia;1;0
18;3;2020;Ethiopia;0;0
17;3;2020;Ethiopia;1;0
16;3;2020;Ethiopia;3;0
15;3;2020;Ethiopia;0;0
14;3;2020;Ethiopia;1;0
9;4;2020;Falkland_Islands_(Malvinas);0;0
8;4;2020;Falkland_Islands_(Malvinas);3;0
7;4;2020;Falkland_Islands_(Malvinas);0;0
6;4;2020;Falkland_Islands_(Malvinas);1;0
5;4;2020;Falkland_Islands_(Malvinas);0;0
4;4;2020;Falkland_Islands_(Malvinas);1;0
9;4;2020;Faroe_Islands;0;0
8;4;2020;Faroe_Islands;1;0
7;4;2020;Faroe_Islands;2;0
6;4;2020;Faroe_Islands;0;0
5;4;2020;Faroe_Islands;2;0
4;4;2020;Faroe_Islands;2;0
3;4;2020;Faroe_Islands;4;0
2;4;2020;Faroe_Islands;4;0
1;4;2020;Faroe_Islands;1;0
31;3;2020;Faroe_Islands;9;0
30;3;2020;Faroe_Islands;4;0
29;3;2020;Faroe_Islands;11;0
28;3;2020;Faroe_Islands;4;0
27;3;2020;Faroe_Islands;8;0
26;3;2020;Faroe_Islands;10;0
25;3;2020;Faroe_Islands;4;0
24;3;2020;Faroe_Islands;3;0
23;3;2020;Faroe_Islands;23;0
22;3;2020;Faroe_Islands;12;0
21;3;2020;Faroe_Islands;8;0
20;3;2020;Faroe_Islands;72;0
9;4;2020;Fiji;0;0
8;4;2020;Fiji;1;0
7;4;2020;Fiji;0;0
6;4;2020;Fiji;2;0
5;4;2020;Fiji;0;0
4;4;2020;Fiji;5;0
3;4;2020;Fiji;0;0
2;4;2020;Fiji;2;0
1;4;2020;Fiji;0;0
31;3;2020;Fiji;0;0
30;3;2020;Fiji;0;0
29;3;2020;Fiji;0;0
28;3;2020;Fiji;0;0
